Wind Power Multiplier (MW),Installed Solar (MW),Installed Battery (MW),Renewable Energy (%),Cost ($/MWh)
4.48975,85000,0,0.980004696,52.03783662
4.48975,85000,0,0.980004696,52.03783662
4.48975,85000,1,0.980004696,52.03783931
4.48975,85000,1,0.980004696,52.03783931
4.49,85000,0,0.980005844,52.03804954
4.49,85000,0,0.980005844,52.03804954
4.49,85000,1,0.980005844,52.03805224
4.49,85000,1,0.980005844,52.03805224
4.49025,85000,0,0.980006992,52.03826247
4.49025,85000,0,0.980006992,52.03826247
4.49025,85000,1,0.980006992,52.03826516
4.49025,85000,1,0.980006992,52.03826516
4.4905,85000,0,0.98000814,52.03847539
4.4905,85000,0,0.98000814,52.03847539
4.4905,85000,1,0.98000814,52.03847809
4.4905,85000,1,0.98000814,52.03847809
4.49075,85000,0,0.980009288,52.03868837
4.49075,85000,0,0.980009288,52.03868837
4.49075,85000,1,0.980009288,52.03869106
4.49075,85000,1,0.980009288,52.03869106
4.491,85000,0,0.980010437,52.03890135
4.491,85000,0,0.980010437,52.03890135
4.491,85000,1,0.980010437,52.03890405
4.491,85000,1,0.980010437,52.03890405
4.49125,85000,0,0.980011584,52.03911434
4.49125,85000,0,0.980011584,52.03911434
4.49125,85000,1,0.980011584,52.03911703
4.49125,85000,1,0.980011584,52.03911703
4.4915,85000,0,0.980012732,52.03932729
4.4915,85000,0,0.980012732,52.03932729
4.4915,85000,1,0.980012732,52.03932998
4.4915,85000,1,0.980012732,52.03932998
4.49175,85000,0,0.980013879,52.03954024
4.49175,85000,0,0.980013879,52.03954024
4.49175,85000,1,0.980013879,52.03954294
4.49175,85000,1,0.980013879,52.03954294
4.492,85000,0,0.980015026,52.03975318
4.492,85000,0,0.980015026,52.03975318
4.492,85000,1,0.980015026,52.03975587
4.492,85000,1,0.980015026,52.03975587
4.49225,85000,0,0.980016173,52.03996611
4.49225,85000,0,0.980016173,52.03996611
4.49225,85000,1,0.980016173,52.03996881
4.49225,85000,1,0.980016173,52.03996881
4.4925,85000,0,0.98001732,52.04017904
4.4925,85000,0,0.98001732,52.04017904
4.4925,85000,1,0.98001732,52.04018174
4.4925,85000,1,0.98001732,52.04018174
4.49275,85000,0,0.980018467,52.04039198
4.49275,85000,0,0.980018467,52.04039198
4.49275,85000,1,0.980018467,52.04039467
4.49275,85000,1,0.980018467,52.04039467
4.493,85000,0,0.980019614,52.04060491
4.493,85000,0,0.980019614,52.04060491
4.493,85000,1,0.980019614,52.0406076
4.493,85000,1,0.980019614,52.0406076
4.49325,85000,0,0.980020761,52.04081784
4.49325,85000,0,0.980020761,52.04081784
4.49325,85000,1,0.980020761,52.04082054
4.49325,85000,1,0.980020761,52.04082054
4.4935,85000,0,0.980021908,52.04103078
4.4935,85000,0,0.980021908,52.04103078
4.4935,85000,1,0.980021908,52.04103347
4.4935,85000,1,0.980021908,52.04103347
4.49375,85000,0,0.980023055,52.04124371
4.49375,85000,0,0.980023055,52.04124371
4.49375,85000,1,0.980023055,52.0412464
4.49375,85000,1,0.980023055,52.0412464
4.494,85000,0,0.980024202,52.0414567
4.494,85000,0,0.980024202,52.0414567
4.494,85000,1,0.980024202,52.04145939
4.494,85000,1,0.980024202,52.04145939
4.49425,85000,0,0.980025349,52.04166969
4.49425,85000,0,0.980025349,52.04166969
4.49425,85000,1,0.980025349,52.04167239
4.49425,85000,1,0.980025349,52.04167239
4.4945,85000,0,0.980026496,52.04188269
4.4945,85000,0,0.980026496,52.04188269
4.4945,85000,1,0.980026496,52.04188538
4.4945,85000,1,0.980026496,52.04188538
4.49475,85000,0,0.980027643,52.04209568
4.49475,85000,0,0.980027643,52.04209568
4.49475,85000,1,0.980027643,52.04209838
4.49475,85000,1,0.980027643,52.04209838
4.495,85000,0,0.98002879,52.04230868
4.495,85000,0,0.98002879,52.04230868
4.495,85000,1,0.98002879,52.04231137
4.495,85000,1,0.98002879,52.04231137
4.49525,85000,0,0.980029937,52.04252167
4.49525,85000,0,0.980029937,52.04252167
4.49525,85000,1,0.980029937,52.04252437
4.49525,85000,1,0.980029937,52.04252437
4.4955,85000,0,0.980031084,52.04273466
4.4955,85000,0,0.980031084,52.04273466
4.4955,85000,1,0.980031084,52.04273736
4.4955,85000,1,0.980031084,52.04273736
4.49575,85000,0,0.980032231,52.04294766
4.49575,85000,0,0.980032231,52.04294766
4.49575,85000,1,0.980032231,52.04295035
4.49575,85000,1,0.980032231,52.04295035
4.496,85000,0,0.980033378,52.04316066
4.496,85000,0,0.980033378,52.04316066
4.496,85000,1,0.980033378,52.04316335
4.496,85000,1,0.980033378,52.04316335
4.49625,85000,0,0.980034525,52.04337366
4.49625,85000,0,0.980034525,52.04337366
4.49625,85000,1,0.980034525,52.04337635
4.49625,85000,1,0.980034525,52.04337635
4.4965,85000,0,0.980035672,52.04358665
4.4965,85000,0,0.980035672,52.04358665
4.4965,85000,1,0.980035672,52.04358935
4.4965,85000,1,0.980035672,52.04358935
4.49675,85000,0,0.980036819,52.04379965
4.49675,85000,0,0.980036819,52.04379965
4.49675,85000,1,0.980036819,52.04380235
4.49675,85000,1,0.980036819,52.04380235
4.497,85000,0,0.980037965,52.04401265
4.497,85000,0,0.980037965,52.04401265
4.497,85000,1,0.980037965,52.04401535
4.497,85000,1,0.980037965,52.04401535
4.49725,85000,0,0.980039112,52.04422565
4.49725,85000,0,0.980039112,52.04422565
4.49725,85000,1,0.980039112,52.04422834
4.49725,85000,1,0.980039112,52.04422834
4.4975,85000,0,0.980040259,52.04443865
4.4975,85000,0,0.980040259,52.04443865
4.4975,85000,1,0.980040259,52.04444134
4.4975,85000,1,0.980040259,52.04444134
4.49775,85000,0,0.980041406,52.04465165
4.49775,85000,0,0.980041406,52.04465165
4.49775,85000,1,0.980041406,52.04465434
4.49775,85000,1,0.980041406,52.04465434
4.498,85000,0,0.980042553,52.04486464
4.498,85000,0,0.980042553,52.04486464
4.498,85000,1,0.980042553,52.04486734
4.498,85000,1,0.980042553,52.04486734
4.49825,85000,0,0.9800437,52.04507764
4.49825,85000,0,0.9800437,52.04507764
4.49825,85000,1,0.9800437,52.04508034
4.49825,85000,1,0.9800437,52.04508034
4.4985,85000,0,0.980044847,52.04529064
4.4985,85000,0,0.980044847,52.04529064
4.4985,85000,1,0.980044847,52.04529334
4.4985,85000,1,0.980044847,52.04529334
4.49875,85000,0,0.980045994,52.04550364
4.49875,85000,0,0.980045994,52.04550364
4.49875,85000,1,0.980045994,52.04550633
4.49875,85000,1,0.980045994,52.04550633
4.499,85000,0,0.980047141,52.04571664
4.499,85000,0,0.980047141,52.04571664
4.499,85000,1,0.980047141,52.04571933
4.499,85000,1,0.980047141,52.04571933
4.49925,85000,0,0.980048288,52.04592963
4.49925,85000,0,0.980048288,52.04592963
4.49925,85000,1,0.980048288,52.04593233
4.49925,85000,1,0.980048288,52.04593233
4.4995,85000,0,0.980049435,52.04614263
4.4995,85000,0,0.980049435,52.04614263
4.4995,85000,1,0.980049435,52.04614533
4.4995,85000,1,0.980049435,52.04614533
4.49975,85000,0,0.980050582,52.04635563
4.49975,85000,0,0.980050582,52.04635563
4.49975,85000,1,0.980050582,52.04635833
4.49975,85000,1,0.980050582,52.04635833
4.5,85000,0,0.980051729,52.04656863
4.5,85000,0,0.980051729,52.04656863
4.5,85000,1,0.980051729,52.04657132
4.5,85000,1,0.980051729,52.04657132
4.45,84000.0,0.0,0.9798221391897332,52.00421970222606
4.45,84000.0,200.0,0.9798221391897332,52.005152280213935
4.45,84000.0,400.0,0.9798221391897332,52.00618137234213
4.45,84000.0,600.0,0.9798221391897332,52.007254249890146
4.45,84000.0,800.0,0.9798221391897332,52.00846360465612
4.45,84000.0,1000.0,0.9798221391897332,52.00968871433253
4.45,84200.0,0.0,0.9798221391897332,52.004178034530824
4.45,84200.0,200.0,0.9798221391897332,52.0051106125187
4.45,84200.0,400.0,0.9798221391897332,52.006139704646884
4.45,84200.0,600.0,0.9798221391897332,52.00721258219491
4.45,84200.0,800.0,0.9798221391897332,52.00842193696088
4.45,84200.0,1000.0,0.9798221391897332,52.00964704663729
4.45,84400.0,0.0,0.9798221391897332,52.004136819636116
4.45,84400.0,200.0,0.9798221391897332,52.00506939762399
4.45,84400.0,400.0,0.9798221391897332,52.00609848975218
4.45,84400.0,600.0,0.9798221391897332,52.0071713673002
4.45,84400.0,800.0,0.9798221391897332,52.00838072206618
4.45,84400.0,1000.0,0.9798221391897332,52.00960583174259
4.45,84600.0,0.0,0.9798221391897332,52.00409598268772
4.45,84600.0,200.0,0.9798221391897332,52.0050285606756
4.45,84600.0,400.0,0.9798221391897332,52.00605765280378
4.45,84600.0,600.0,0.9798221391897332,52.00713053035181
4.45,84600.0,800.0,0.9798221391897332,52.00833988511778
4.45,84600.0,1000.0,0.9798221391897332,52.0095649947942
4.45,84800.0,0.0,0.9798221391897332,52.00405563382305
4.45,84800.0,200.0,0.9798221391897332,52.00498821181093
4.45,84800.0,400.0,0.9798221391897332,52.00601730393912
4.45,84800.0,600.0,0.9798221391897332,52.007090181487136
4.45,84800.0,800.0,0.9798221391897332,52.00829953625311
4.45,84800.0,1000.0,0.9798221391897332,52.009524645929524
4.45,85000.0,0.0,0.9798221391897334,52.004015553012366
4.45,85000.0,200.0,0.9798221391897332,52.00494813100023
4.45,85000.0,400.0,0.9798221391897332,52.00597722312842
4.45,85000.0,600.0,0.979822139189733,52.007050100676445
4.45,85000.0,800.0,0.9798221391897332,52.00825945544241
4.45,85000.0,1000.0,0.9798221391897332,52.009484565118825
4.46,84000.0,0.0,0.9798680743095175,52.01272167449954
4.46,84000.0,200.0,0.9798680743095175,52.013638654391016
4.46,84000.0,400.0,0.9798680743095175,52.0146677465192
4.46,84000.0,600.0,0.9798680743095175,52.01572974019285
4.46,84000.0,800.0,0.9798680743095175,52.016917871158796
4.46,84000.0,1000.0,0.9798680743095175,52.01814298083521
4.46,84200.0,0.0,0.9798680743095175,52.01268008129098
4.46,84200.0,200.0,0.9798680743095175,52.01359706118245
4.46,84200.0,400.0,0.9798680743095175,52.01462615331064
4.46,84200.0,600.0,0.9798680743095175,52.015688146984296
4.46,84200.0,800.0,0.9798680743095175,52.01687627795024
4.46,84200.0,1000.0,0.9798680743095175,52.01810138762665
4.46,84400.0,0.0,0.9798680743095175,52.01263895337906
4.46,84400.0,200.0,0.9798680743095175,52.01355593327054
4.46,84400.0,400.0,0.9798680743095175,52.01458502539872
4.46,84400.0,600.0,0.9798680743095175,52.01564701907238
4.46,84400.0,800.0,0.9798680743095175,52.01683515003832
4.46,84400.0,1000.0,0.9798680743095175,52.01806025971473
4.46,84600.0,0.0,0.9798680743095175,52.01259811643065
4.46,84600.0,200.0,0.9798680743095175,52.01351509632213
4.46,84600.0,400.0,0.9798680743095175,52.01454418845032
4.46,84600.0,600.0,0.9798680743095175,52.015606182123975
4.46,84600.0,800.0,0.9798680743095175,52.01679431308991
4.46,84600.0,1000.0,0.9798680743095175,52.01801942276633
4.46,84800.0,0.0,0.9798680743095175,52.0125577945184
4.46,84800.0,200.0,0.9798680743095175,52.013474774409886
4.46,84800.0,400.0,0.9798680743095175,52.01450386653807
4.46,84800.0,600.0,0.9798680743095173,52.01556586021172
4.46,84800.0,800.0,0.9798680743095175,52.016753991177666
4.46,84800.0,1000.0,0.9798680743095175,52.01797910085408
4.46,85000.0,0.0,0.9798680743095175,52.012517713707716
4.46,85000.0,200.0,0.9798680743095175,52.0134346935992
4.46,85000.0,400.0,0.9798680743095175,52.014463785727386
4.46,85000.0,600.0,0.9798680743095175,52.01552577940104
4.46,85000.0,800.0,0.9798680743095175,52.01671391036698
4.46,85000.0,1000.0,0.9798680743095175,52.01793902004339
4.47,84000.0,0.0,0.9799140015886,52.021226698276145
4.47,84000.0,200.0,0.9799140015885998,52.02212808007122
4.47,84000.0,400.0,0.9799140015885998,52.023157172199404
4.47,84000.0,600.0,0.9799140015885998,52.02420720390218
4.47,84000.0,800.0,0.9799140015885998,52.025372493923314
4.47,84000.0,1000.0,0.9799140015885998,52.026597603599726
4.47,84200.0,0.0,0.9799140015886,52.02118510506757
4.47,84200.0,200.0,0.9799140015886,52.02208648686265
4.47,84200.0,400.0,0.9799140015886,52.02311557899083
4.47,84200.0,600.0,0.9799140015886,52.02416561069361
4.47,84200.0,800.0,0.9799140015886,52.02533090071474
4.47,84200.0,1000.0,0.9799140015886,52.026556010391154
4.47,84400.0,0.0,0.9799140015885998,52.02114406413843
4.47,84400.0,200.0,0.9799140015885998,52.02204544593351
4.47,84400.0,400.0,0.9799140015885998,52.0230745380617
4.47,84400.0,600.0,0.9799140015885998,52.02412456976447
4.47,84400.0,800.0,0.9799140015885998,52.02528985978561
4.47,84400.0,1000.0,0.9799140015885998,52.02651496946202
4.47,84600.0,0.0,0.9799140015885998,52.02110322719003
4.47,84600.0,200.0,0.9799140015885995,52.022004608985114
4.47,84600.0,400.0,0.9799140015885995,52.0230337011133
4.47,84600.0,600.0,0.9799140015885998,52.024083732816074
4.47,84600.0,800.0,0.9799140015885998,52.02524902283721
4.47,84600.0,1000.0,0.9799140015885998,52.02647413251362
4.47,84800.0,0.0,0.9799140015885998,52.02106293223019
4.47,84800.0,200.0,0.9799140015885998,52.02196431402527
4.47,84800.0,400.0,0.9799140015885998,52.022993406153454
4.47,84800.0,600.0,0.9799140015885998,52.02404343785623
4.47,84800.0,800.0,0.9799140015885998,52.02520872787736
4.47,84800.0,1000.0,0.9799140015885998,52.026433837553775
4.47,85000.0,0.0,0.9799140015885998,52.02102285141952
4.47,85000.0,200.0,0.9799140015885998,52.02192423321459
4.47,85000.0,400.0,0.9799140015885998,52.022953325342776
4.47,85000.0,600.0,0.9799140015885998,52.02400335704556
4.47,85000.0,800.0,0.9799140015885998,52.025168647066685
4.47,85000.0,1000.0,0.9799140015885998,52.0263937567431
4.48,84000.0,0.0,0.9799599229871555,52.02973801911653
4.48,84000.0,200.0,0.9799599229871555,52.03062078414497
4.48,84000.0,400.0,0.9799599229871555,52.031649876273164
4.48,84000.0,600.0,0.9799599229871555,52.03268794600504
4.48,84000.0,800.0,0.9799599229871555,52.03382814087958
4.48,84000.0,1000.0,0.9799599229871555,52.03505325055599
4.48,84200.0,0.0,0.9799599229871555,52.02969642590797
4.48,84200.0,200.0,0.9799599229871555,52.03057919093641
4.48,84200.0,400.0,0.9799599229871555,52.03160828306459
4.48,84200.0,600.0,0.9799599229871555,52.03264635279648
4.48,84200.0,800.0,0.9799599229871555,52.033786547671006
4.48,84200.0,1000.0,0.9799599229871555,52.03501165734742
4.48,84400.0,0.0,0.9799599229871555,52.02965547196162
4.48,84400.0,200.0,0.9799599229871555,52.030538236990054
4.48,84400.0,400.0,0.9799599229871555,52.03156732911824
4.48,84400.0,600.0,0.9799599229871555,52.03260539885013
4.48,84400.0,800.0,0.9799599229871555,52.03374559372465
4.48,84400.0,1000.0,0.9799599229871555,52.034970703401065
4.48,84600.0,0.0,0.9799599229871556,52.02961463501323
4.48,84600.0,200.0,0.9799599229871556,52.03049740004167
4.48,84600.0,400.0,0.9799599229871556,52.03152649216985
4.48,84600.0,600.0,0.9799599229871556,52.032564561901744
4.48,84600.0,800.0,0.9799599229871555,52.03370475677627
4.48,84600.0,1000.0,0.9799599229871555,52.03492986645268
4.48,84800.0,0.0,0.9799599229871555,52.02957436700579
4.48,84800.0,200.0,0.9799599229871555,52.03045713203423
4.48,84800.0,400.0,0.9799599229871555,52.031486224162414
4.48,84800.0,600.0,0.9799599229871555,52.03252429389431
4.48,84800.0,800.0,0.9799599229871555,52.033664488768835
4.48,84800.0,1000.0,0.9799599229871555,52.03488959844525
4.48,85000.0,0.0,0.9799599229871553,52.0295342861951
4.48,85000.0,200.0,0.9799599229871555,52.03041705122355
4.48,85000.0,400.0,0.9799599229871555,52.03144614335174
4.48,85000.0,600.0,0.9799599229871553,52.03248421308362
4.48,85000.0,800.0,0.9799599229871555,52.03362440795815
4.48,85000.0,1000.0,0.9799599229871555,52.03484951763456
4.49,84000.0,0.0,0.9800058443857114,52.03825316229908
4.49,84000.0,200.0,0.9800058443857114,52.03911447320685
4.49,84000.0,400.0,0.9800058443857114,52.040143565335036
4.49,84000.0,600.0,0.9800058443857114,52.04117265746322
4.49,84000.0,800.0,0.9800058443857114,52.04229677399835
4.49,84000.0,1000.0,0.9800058443857114,52.04350966198063
4.49,84200.0,0.0,0.9800058443857114,52.03821156909052
4.49,84200.0,200.0,0.9800058443857114,52.03907287999829
4.49,84200.0,400.0,0.9800058443857114,52.04010197212647
4.49,84200.0,600.0,0.9800058443857114,52.041131064254664
4.49,84200.0,800.0,0.9800058443857111,52.04225518078979
4.49,84200.0,1000.0,0.9800058443857114,52.04346806877207
4.49,84400.0,0.0,0.9800058443857114,52.038170702126955
4.49,84400.0,200.0,0.9800058443857114,52.039032013034735
4.49,84400.0,400.0,0.9800058443857114,52.04006110516292
4.49,84400.0,600.0,0.9800058443857114,52.04109019729111
4.49,84400.0,800.0,0.9800058443857114,52.042214313826236
4.49,84400.0,1000.0,0.9800058443857114,52.04342720180851
4.49,84600.0,0.0,0.9800058443857114,52.038129865178554
4.49,84600.0,200.0,0.9800058443857114,52.038991176086334
4.49,84600.0,400.0,0.9800058443857114,52.04002026821452
4.49,84600.0,600.0,0.9800058443857114,52.04104936034271
4.49,84600.0,800.0,0.9800058443857114,52.042173476877835
4.49,84600.0,1000.0,0.9800058443857114,52.04338636486012
4.49,84800.0,0.0,0.9800058443857116,52.03808962412354
4.49,84800.0,200.0,0.9800058443857114,52.03895093503132
4.49,84800.0,400.0,0.9800058443857114,52.03998002715951
4.49,84800.0,600.0,0.9800058443857114,52.04100911928769
4.49,84800.0,800.0,0.9800058443857114,52.04213323582282
4.49,84800.0,1000.0,0.9800058443857113,52.04334612380509
4.49,85000.0,0.0,0.9800058443857114,52.03804954331286
4.49,85000.0,200.0,0.9800058443857116,52.038910854220646
4.49,85000.0,400.0,0.9800058443857116,52.03993994634883
4.49,85000.0,600.0,0.9800058443857116,52.040969038477016
4.49,85000.0,800.0,0.9800058443857114,52.04209315501215
4.49,85000.0,1000.0,0.9800058443857116,52.04330604299442
4.5,84000.0,0.0,0.9800517290309768,52.046772066568316
4.5,84000.0,200.0,0.9800517290309768,52.047609306521174
4.5,84000.0,400.0,0.9800517290309768,52.04863839864936
4.5,84000.0,600.0,0.9800517290309768,52.04966749077755
4.5,84000.0,800.0,0.9800517290309768,52.050777783175086
4.5,84000.0,1000.0,0.9800517290309768,52.051965355491014
4.5,84200.0,0.0,0.9800517290309767,52.046730530449814
4.5,84200.0,200.0,0.9800517290309767,52.04756777040268
4.5,84200.0,400.0,0.9800517290309767,52.048596862530864
4.5,84200.0,600.0,0.9800517290309767,52.04962595465905
4.5,84200.0,800.0,0.9800517290309767,52.05073624705659
4.5,84200.0,1000.0,0.9800517290309768,52.05192381937252
4.5,84400.0,0.0,0.9800517290309768,52.04668969337896
4.5,84400.0,200.0,0.9800517290309768,52.04752693333182
4.5,84400.0,400.0,0.9800517290309768,52.04855602546
4.5,84400.0,600.0,0.9800517290309768,52.04958511758819
4.5,84400.0,800.0,0.9800517290309768,52.05069540998573
4.5,84400.0,1000.0,0.9800517290309768,52.051882982301656
4.5,84600.0,0.0,0.9800517290309768,52.04664885643058
4.5,84600.0,200.0,0.9800517290309768,52.04748609638344
4.5,84600.0,400.0,0.9800517290309768,52.04851518851163
4.5,84600.0,600.0,0.9800517290309768,52.049544280639815
4.5,84600.0,800.0,0.9800517290309766,52.05065457303735
4.5,84600.0,1000.0,0.9800517290309768,52.05184214535328
4.5,84800.0,0.0,0.9800517290309768,52.04660864232794
4.5,84800.0,200.0,0.9800517290309768,52.0474458822808
4.5,84800.0,400.0,0.9800517290309768,52.04847497440898
4.5,84800.0,600.0,0.9800517290309768,52.04950406653717
4.5,84800.0,800.0,0.9800517290309768,52.050614358934716
4.5,84800.0,1000.0,0.9800517290309768,52.051801931250644
4.5,85000.0,0.0,0.9800517290309768,52.04656862975588
4.5,85000.0,200.0,0.9800517290309768,52.04740586970875
4.5,85000.0,400.0,0.9800517290309768,52.04843496183693
4.5,85000.0,600.0,0.9800517290309768,52.04946405396512
4.5,85000.0,800.0,0.9800517290309768,52.05057434636266
4.5,85000.0,1000.0,0.9800517290309768,52.05176191867859
