Wind Power Multiplier (MW),Installed Solar (MW),Installed Battery (MW),Renewable Energy (%),Cost ($/MWh)
3.0,8600.0,1.0,0.9669214296607337,50.7330346079394
3.0,8600.0,2.0,0.9669214296607337,50.73304073348778
3.0,8600.0,3.0,0.9669214296607337,50.733046859036165
3.0,8600.0,4.0,0.9669214296607337,50.733052984584546
3.0,8800.0,0.0,0.9670515163436182,50.73277181125563
3.0,8800.0,1.0,0.9670515163436182,50.73277793680401
3.0,8800.0,2.0,0.9670515163436182,50.7327840623524
3.0,8800.0,3.0,0.9670515163436182,50.73279018790078
3.0,8800.0,4.0,0.9670515163436182,50.732796313449164
4.0,8000.0,0.0,0.9740876183572882,51.69191605622006
4.0,8000.0,1.0,0.9740876183572882,51.69192218176844
4.0,8000.0,2.0,0.9740876183572882,51.69192830731682
4.0,8000.0,3.0,0.9740876183572882,51.6919344328652
4.0,8000.0,4.0,0.9740876183572882,51.691940558413584
